Datetime,target,q0.025,q0.25,q0.5,q0.75,q0.975
2024-02-22,3284.0,2017.26033481173,3331.99832546084,4101.443350142465,4740.875454718917,5795.893203805335
2024-02-23,4771.0,2714.3753826549596,3998.0551666412225,4557.858248794748,5152.8544370966065,6187.067523401274
2024-02-24,3351.0,1878.2434182165505,3065.9451673338654,3538.2609691371977,4066.7123534454036,5091.16047897821
2024-02-25,1850.0,603.365398217999,1642.4069648725426,2059.4567759549427,2513.636063210792,3811.132368395304
2024-02-26,4518.0,2532.281600337676,4006.3615199358933,4686.74248688462,5299.060858316583,6348.009242484014
2024-02-27,5020.0,2979.824092152583,4589.895093338086,5189.284207305366,5691.135797904804,6663.959642549369
2024-02-28,5264.0,2932.4694511000503,4404.810076845807,4965.957282309662,5488.687435524987,6398.293687240121
2024-02-29,5600.0,2589.053348283203,3563.12537224354,4110.309694009535,4770.171531384023,5863.26009620884
2024-03-01,5397.0,2537.7728438043787,4092.7137537793647,4667.322550060405,5237.721806373365,6287.426659355409
2024-03-02,4013.0,1768.2197569913699,3150.726632475523,3668.7208842240993,4268.546342139219,5431.692275379515
2024-03-03,2033.0,359.52942708612755,1561.2962874913226,2017.1723915279506,2487.5893762574656,3890.0230398247054
2024-03-04,4602.0,2370.5611590267235,3903.1452314774247,4512.174716073849,5089.922717890781,6142.610402381153
2024-03-05,4681.0,2545.8943468388334,4297.387832804006,4914.284334759984,5482.942840813883,6535.500880319962
2024-03-06,4078.0,2401.8676102721147,4177.805057597346,4795.025127958417,5316.381834128274,6279.448598561195
2024-03-07,5158.0,2629.464681727495,4310.089053662391,4932.816299386728,5468.9119136261725,6429.146887722825
2024-03-08,5029.0,2690.0538062589208,4419.315313192181,5042.748093650394,5638.573848343415,6616.857285588542
2024-03-09,3737.0,1969.792026356407,3491.074574829615,4031.998220434309,4613.504387411448,5749.60143866925
2024-03-10,1739.0,33.19595604075816,1396.3742354764852,1956.9923517081697,2466.76141752081,3869.2551411272207
2024-03-11,5019.0,2377.5556302789582,3988.488064638497,4663.180117759658,5303.21118374257,6353.603606072741
2024-03-12,4500.0,2198.8076188411974,3967.328761835701,4670.2502606840335,5318.928933220139,6440.812892059852
2024-03-13,4007.0,2081.57007419835,3765.1106046010063,4497.318306009732,5210.2692340355325,6420.720337856367
2024-03-14,5595.0,2893.5872479940194,4568.022482857258,5243.059423588896,5859.995883248107,6951.940982304496
2024-03-15,4759.0,2754.1280318710856,4400.497776731761,5066.679041728224,5714.8034462630585,6870.930111806179
2024-03-16,3398.0,1612.8664084315565,3059.731170099391,3629.298009296431,4218.881552514421,5390.3893535617135
2024-03-17,2034.0,484.1145860026858,1679.6879821060377,2136.3592862236956,2628.602845590389,4024.5796866264373
2024-03-18,4332.0,2501.9427910961067,4226.5662387214,4924.184776334543,5526.772536510164,6586.29832021541
2024-03-19,5595.0,2770.4848747316437,4465.798635339014,5110.752132693285,5777.428842217415,6956.4002681571965
