Datetime,target,q0.025,q0.25,q0.5,q0.75,q0.975
2024-02-22 01:00:00+01:00,3284.0,2415.604015378607,3703.2049709080575,4064.7803222204266,4418.253092000925,5354.82276472194
2024-02-23 01:00:00+01:00,4771.0,3069.940562149222,4415.838490783934,4714.148292160584,5024.685725736326,5903.4801641752
2024-02-24 01:00:00+01:00,3351.0,2333.9452202906273,3306.800621351402,3526.725560961433,3783.0146267777645,4788.041277485649
2024-02-25 01:00:00+01:00,1850.0,1177.9247459137132,1610.5922049313294,1779.8638327639926,1923.4006378131721,2861.109694081217
2024-02-26 01:00:00+01:00,4518.0,2503.555175843008,4134.694992015671,4555.82315717038,5046.8687469065735,6149.167689111908
2024-02-27 01:00:00+01:00,5020.0,2687.2215871918297,4494.590714413394,4835.858416576131,5390.3595715486135,6655.473600952439
2024-02-28 01:00:00+01:00,5264.0,2670.38447664543,4490.532265940516,4922.485421760459,5358.1336850665675,6605.594603348383
2024-02-29 01:00:00+01:00,5600.0,2306.7452195904393,4029.9428671489886,4628.565378210193,4949.299967295396,6108.456426942046
2024-03-01 01:00:00+01:00,5397.0,2593.9746182929825,4334.075074073323,4754.962294048937,5098.1809195060305,6300.606533610089
2024-03-02 01:00:00+01:00,4013.0,2187.029225219083,3500.336715279708,3813.11450121536,4065.4909542016876,5444.88846589125
2024-03-03 01:00:00+01:00,2033.0,1108.0132364393166,1780.4858152238708,1988.4574104723351,2213.0037980552365,3630.487554164526
2024-03-04 01:00:00+01:00,4602.0,2627.3170602538576,4241.110926598147,4671.82623198369,5115.022815082541,6065.227248138823
2024-03-05 01:00:00+01:00,4681.0,2769.2406415303876,4395.438052028789,4745.005865542921,5271.356206973434,6294.421587436929
2024-03-06 01:00:00+01:00,4078.0,2544.247924445156,4079.0698511630635,4386.875884890513,4959.607442264603,6133.027640144378
2024-03-07 01:00:00+01:00,5158.0,3178.2326482109675,4615.994275259172,4866.244305476896,5217.497607346935,6177.131785475358
2024-03-08 01:00:00+01:00,5029.0,3353.423481806107,4637.093660976212,4966.9828274848915,5347.665150390787,6343.49409299289
2024-03-09 01:00:00+01:00,3737.0,2660.2970376172275,3794.7464066307575,4105.866754900633,4290.932431798514,5157.3649601241395
2024-03-10 01:00:00+01:00,1739.0,1032.5764032368775,1529.31793343428,1705.8328129897423,1937.5146958323212,2915.9041876307
2024-03-11 01:00:00+01:00,5019.0,3145.851948308067,4695.5022186093065,5079.493448129442,5478.833326743348,6116.475767169464
2024-03-12 01:00:00+01:00,4500.0,2999.7201185613176,4340.968501293015,4808.732778926222,5134.3728188012055,6041.157912491793
2024-03-13 01:00:00+01:00,4007.0,2852.941084267215,4294.610301527463,4874.929948393898,5278.550145448835,6210.674739205902
2024-03-14 01:00:00+01:00,5595.0,3400.862681421956,5072.383189805101,5342.404648304183,5800.293342131343,6639.417460849335
2024-03-15 01:00:00+01:00,4759.0,3344.548677750417,4715.877476311849,5011.550479811774,5425.809161968281,6421.200547679697
2024-03-16 01:00:00+01:00,3398.0,2090.7560960264673,3244.4459905716185,3604.1837677814174,3956.9380406301098,4959.065175094012
2024-03-17 01:00:00+01:00,2034.0,1175.0585848531173,1758.3846836464973,1960.7326203254784,2131.5434321281327,3207.8290028112187
2024-03-18 01:00:00+01:00,4332.0,2695.2997925975274,4461.491567327851,4866.123553920214,5257.621779951378,6212.392484307502
2024-03-19 01:00:00+01:00,5595.0,2901.0462206284565,4832.713913091632,5312.888988330027,5718.010617165659,6614.381272618251
2024-03-20 01:00:00+01:00,5746.0,2775.3331687801365,4764.174783380238,5356.155117942379,5767.6632499381085,6550.567954656138
2024-03-21 01:00:00+01:00,5687.0,3313.711176053872,5259.201589286142,5654.7394254250485,5982.467105559743,6936.347336170138
2024-03-22 01:00:00+01:00,5544.0,3266.7353312489563,5217.829262682794,5694.15841723427,6076.020499627724,6960.093855136071
2024-03-23 01:00:00+01:00,3050.0,1606.5058136173213,2874.673671149222,3328.1141213712694,3744.598336115915,4859.541964458029
2024-03-24 01:00:00+01:00,1260.0,677.5858238583113,1239.8269939865795,1522.9815177725395,1909.7026997969074,2813.6581019555542
2024-03-25 01:00:00+01:00,4919.0,2799.2227751159553,4487.117030534619,5040.31695786815,5426.327698973471,6410.223876341264
2024-03-26 01:00:00+01:00,5187.0,3346.6282895844142,5225.620194060737,5781.589170810602,6021.749171103451,6978.56791143178
2024-03-27 01:00:00+01:00,4745.0,2898.5765237763217,4319.083536168529,4837.849409953233,5208.928941627536,6387.62801262983
2024-03-28 01:00:00+01:00,4327.0,3022.18170389821,4492.066736888108,4918.405410417534,5326.31574339914,6622.885657058365
2024-03-29 01:00:00+01:00,1198.0,968.526574758901,1564.9541636789472,1890.6551788182555,2093.5489174764584,5438.057525887269
2024-03-30 01:00:00+01:00,2757.0,1956.7736794554135,3228.2346536612426,3655.76058761889,4041.174606029332,5187.508487425339
2024-03-31 01:00:00+01:00,1174.0,857.8986483722556,1515.1598912158813,1802.5364303536362,1977.3833600386833,3148.154128029871
2024-04-01 02:00:00+02:00,873.0,706.5869005399281,1009.9305380463607,1286.8118515674537,1821.947015821933,4865.577055359079
2024-04-02 02:00:00+02:00,3927.0,3198.9792638220224,4292.380626294331,4898.218654674089,5299.160223010422,6619.43151546667
2024-04-03 02:00:00+02:00,4065.0,2574.9423505764476,3727.9965170136375,4340.956019099507,4872.268682751068,6141.6200641514715
2024-04-04 02:00:00+02:00,3465.0,2273.830444436338,3364.8113125423483,3833.4076180929965,4477.719870397399,6146.090562841497
